d,StockCode,revenue,cnt_cus,cnt_pro,cnt_trans
2010-12-01,22468,67.5,5,10,5
2010-12-01,22469,207.64,7,111,10
2010-12-01,22470,125.61,5,47,6
2010-12-01,22471,15.969999999999999,1,2,2
2010-12-01,22472,42.96,1,5,2
2010-12-01,22473,4.95,1,1,1
2010-12-01,22476,20.92,1,3,2
2010-12-01,22477,5.02,0,2,1
2010-12-01,22478,2.51,0,1,1
2010-12-01,22479,2.51,0,1,1
2010-12-01,22480,17.5,2,14,2
2010-12-01,22481,6.25,2,5,2
2010-12-01,22482,2.5,1,2,1
2010-12-01,22485,51.0,1,4,1
2010-12-01,22487,60.66,1,4,3
2010-12-01,22488,19.8,1,12,1
2010-12-01,22489,12.629999999999999,1,27,3
2010-12-01,22492,70.19999999999999,3,108,3
2010-12-01,22493,39.6,1,24,1
2010-12-01,22494,36.269999999999996,2,27,3
2010-12-01,22496,2.95,1,1,1
2010-12-01,22497,21.19,1,3,2
2010-12-01,22499,12.72,0,1,1
2010-12-01,22500,9.9,1,2,1
2010-12-01,22501,52.41,1,3,2
2010-12-01,22502,35.7,2,6,2
2010-12-01,22503,59.53,0,1,1
2010-12-01,22508,45.24,1,10,2
2010-12-01,22511,15.0,1,4,1
2010-12-01,22515,4.21,0,1,1
2010-12-01,22517,4.21,0,1,1
2010-12-01,22519,16.81,1,7,2
2010-12-01,22524,1.25,1,1,1
2010-12-01,22529,1.26,1,3,1
2010-12-01,22530,28.22,3,59,5
2010-12-01,22531,29.490000000000002,4,61,6
2010-12-01,22533,10.08,1,24,1
2010-12-01,22534,22.27,3,52,4
2010-12-01,22536,0.85,0,1,1
2010-12-01,22537,10.93,1,25,2
2010-12-01,22539,14.33,1,29,3
2010-12-01,22540,31.09,3,73,4
2010-12-01,22543,10.08,1,24,1
2010-12-01,22544,21.01,2,49,3
2010-12-01,22545,0.85,0,1,1
2010-12-01,22547,10.93,1,25,2
2010-12-01,22548,18.759999999999998,2,14,3
2010-12-01,22549,22.209999999999997,2,14,3
2010-12-01,22550,15.24,0,2,1
2010-12-01,22551,69.30000000000001,5,42,6
2010-12-01,22553,29.82,5,16,7
2010-12-01,22554,64.35000000000001,3,39,3
2010-12-01,22555,64.41,2,38,3
2010-12-01,22556,19.8,2,12,2
2010-12-01,22557,74.30999999999999,7,44,8
2010-12-01,22558,108.78,3,78,4
2010-12-01,22560,5.02,0,2,2
2010-12-01,22561,42.96,1,25,2
2010-12-01,22565,4.21,1,4,2
2010-12-01,22566,5.06,2,5,3
2010-12-01,22567,30.0,1,24,1
2010-12-01,22568,30.0,4,8,4
2010-12-01,22569,41.61,2,8,5
2010-12-01,22570,26.37,3,6,4
2010-12-01,22571,75.84,2,102,4
2010-12-01,22572,0.85,1,1,1
2010-12-01,22573,38.9,4,41,5
2010-12-01,22574,30.56,2,35,3
2010-12-01,22575,1.95,1,1,1
2010-12-01,22576,2.55,1,3,1
2010-12-01,22577,21.25,2,25,2
2010-12-01,22578,20.4,1,24,1
2010-12-01,22579,21.25,2,25,2
2010-12-01,22580,5.889999999999995,2,-1,4
2010-12-01,22581,4.21,1,4,2
2010-12-01,22582,22.83,2,6,4
2010-12-01,22583,30.519999999999996,3,10,6
2010-12-01,22584,20.36,2,7,4
2010-12-01,22585,32.5,3,26,4
2010-12-01,22586,1.66,0,1,1
2010-12-01,22587,6.72,1,6,2
2010-12-01,22588,45.58,1,10,3
2010-12-01,22589,30.479999999999997,1,9,3
2010-12-01,22592,3.75,1,1,1
2010-12-01,22593,127.48000000000002,3,172,3
2010-12-01,22594,24.65,2,29,2
2010-12-01,22595,130.84,3,175,4
2010-12-01,22597,10.2,1,12,1
2010-12-01,22599,10.2,1,12,1
2010-12-01,22600,13.48,1,13,3
2010-12-01,22601,16.8,1,15,3
2010-12-01,22602,1.66,0,1,1
2010-12-01,22603,19.349999999999998,3,18,5
2010-12-01,22604,7.649999999999999,1,3,1
2010-12-01,22605,25.49,0,1,1
2010-12-01,22607,9.95,1,1,1
2010-12-01,22610,30.6,1,36,1
2010-12-01,22614,14.769999999999998,1,49,2
2010-12-01,22615,13.919999999999998,1,48,1
2010-12-01,22616,13.279999999999998,4,40,5
2010-12-01,22618,19.9,1,2,1
2010-12-01,22619,101.37,6,26,7
2010-12-01,22620,45.09,2,27,4
2010-12-01,22622,130.68,4,12,5
2010-12-01,22623,14.85,1,3,1
2010-12-01,22624,67.98,1,7,2
2010-12-01,22625,110.44,2,10,4
2010-12-01,22626,17.0,1,2,1
2010-12-01,22627,17.0,1,2,1
2010-12-01,22629,54.91,3,27,4
2010-12-01,22630,5.85,2,3,2
2010-12-01,22631,49.059999999999995,2,24,3
2010-12-01,22632,462.02000000000004,13,233,20
2010-12-01,22633,348.6,6,181,11
2010-12-01,22634,29.849999999999998,2,3,2
2010-12-01,22635,60.17999999999999,3,5,4
2010-12-01,22637,89.21000000000001,4,34,5
2010-12-01,22638,2.55,1,1,1
2010-12-01,22639,7.609999999999999,1,2,2
2010-12-01,22640,2.55,1,1,1
2010-12-01,22641,5.1,1,2,1
2010-12-01,22642,10.2,1,4,1
2010-12-01,22643,10.2,1,4,1
2010-12-01,22644,22.209999999999997,2,14,3
2010-12-01,22645,41.519999999999996,2,26,4
2010-12-01,22646,241.35999999999999,5,185,6
2010-12-01,22649,22.04,0,2,1
2010-12-01,22650,34.8,2,24,2
2010-12-01,22651,8.34,1,6,3
2010-12-01,22652,57.75,3,35,3
2010-12-01,22653,1.95,1,1,1
2010-12-01,22654,203.92,2,40,3
2010-12-01,22659,54.91,3,27,4
2010-12-01,22660,7.95,1,1,1
2010-12-01,22661,17.0,1,20,1
2010-12-01,22662,33.17,3,17,4
2010-12-01,22663,41.88,3,18,4
2010-12-01,22664,31.57,1,8,3
2010-12-01,22665,64.92000000000002,2,20,4
2010-12-01,22666,91.48000000000002,3,28,5
2010-12-01,22667,73.75000000000001,3,25,3
2010-12-01,22668,5.91,0,1,1
2010-12-01,22669,23.64,0,4,2
2010-12-01,22670,16.25,2,13,2
2010-12-01,22673,2.51,0,1,1
2010-12-01,22675,5.02,0,2,1
2010-12-01,22678,6.26,1,4,2
2010-12-01,22680,25.0,1,20,1
2010-12-01,22686,1.25,1,1,1
2010-12-01,22688,31.8,1,4,1
2010-12-01,22692,7.95,0,1,1
2010-12-01,22694,58.85,4,23,6
2010-12-01,22695,28.47,2,17,3
2010-12-01,22696,27.61,2,13,3
2010-12-01,22697,70.89,1,15,3
2010-12-01,22699,64.96000000000001,2,16,4
2010-12-01,22704,10.5,1,25,1
2010-12-01,22706,10.5,1,25,1
2010-12-01,22712,5.89,1,13,2
2010-12-01,22713,18.52,3,40,4
2010-12-01,22714,5.04,1,12,1
2010-12-01,22716,10.5,2,25,3
2010-12-01,22719,40.669999999999995,1,37,2
2010-12-01,22725,15.0,1,4,1
2010-12-01,22726,198.99,7,51,8
2010-12-01,22727,183.99,4,47,5
2010-12-01,22728,142.62,3,37,4
2010-12-01,22729,75.24,3,18,4
2010-12-01,22730,75.12,4,19,5
2010-12-01,22731,7.5,4,6,4
2010-12-01,22734,20.24,0,4,2
2010-12-01,22735,13.379999999999999,1,5,2
2010-12-01,22736,21.45,2,13,2
2010-12-01,22737,11.73,1,4,3
2010-12-01,22738,28.29,3,13,5
2010-12-01,22739,41.73,3,17,5
2010-12-01,22740,62.379999999999995,1,61,2
2010-12-01,22741,18.259999999999998,0,11,2
2010-12-01,22742,8.86,1,2,2
2010-12-01,22743,23.6,2,8,3
2010-12-01,22744,41.31,3,13,5
2010-12-01,22745,33.62,2,14,4
2010-12-01,22746,8.42,0,2,1
2010-12-01,22747,4.21,0,1,1
2010-12-01,22748,33.62,2,14,4
2010-12-01,22749,78.99,4,19,8
2010-12-01,22750,26.25,3,7,3
2010-12-01,22751,15.120000000000001,1,3,2
2010-12-01,22752,178.5,5,22,9
2010-12-01,22753,7.649999999999999,1,9,1
2010-12-01,22754,4.17,1,3,2
2010-12-01,22755,14.33,1,14,2
2010-12-01,22756,2.51,0,1,1
2010-12-01,22757,7.529999999999999,0,3,1
2010-12-01,22758,10.04,0,4,2
2010-12-01,22759,38.43,2,15,5
2010-12-01,22760,38.239999999999995,1,2,2
2010-12-01,22765,14.95,1,1,1
2010-12-01,22766,26.55,2,9,2
2010-12-01,22767,49.75,4,5,4
2010-12-01,22768,129.35,4,13,4
2010-12-01,22769,51.02,0,1,1
2010-12-01,22771,87.5,4,70,4
2010-12-01,22772,40.0,2,32,2
2010-12-01,22773,30.0,2,24,2
2010-12-01,22774,75.0,2,60,2
2010-12-01,22775,8.78,1,4,2
2010-12-01,22776,19.9,2,2,2
2010-12-01,22778,11.85,1,3,1
2010-12-01,22779,681.04,2,200,2
2010-12-01,22780,681.04,2,200,2
2010-12-01,22781,30.58,1,3,2
2010-12-01,22783,107.69999999999999,3,6,3
2010-12-01,22784,14.85,1,3,1
2010-12-01,22785,33.75,2,5,3
2010-12-01,22786,11.9,1,2,1
2010-12-01,22788,20.38,0,1,1
2010-12-01,22791,108.89000000000001,2,91,4
2010-12-01,22792,9.959999999999999,0,6,2
2010-12-01,22794,39.98,2,4,3
2010-12-01,22795,54.21,1,5,2
2010-12-01,22797,50.85,1,3,1
2010-12-01,22798,82.64,3,24,5
2010-12-01,22800,60.24,2,14,3
2010-12-01,22801,45.24,1,10,2
2010-12-01,22802,119.7,0,6,2
2010-12-01,22803,143.0,1,4,2
2010-12-01,22804,26.550000000000004,2,9,2
2010-12-01,22805,36.29,2,25,3
2010-12-01,22807,70.80000000000001,3,24,3
2010-12-01,22809,23.6,3,8,3
2010-12-01,22810,11.81,2,3,3
2010-12-01,22812,67.85,4,29,6
2010-12-01,22813,45.78,3,20,5
2010-12-01,22814,9.29,1,17,2
2010-12-01,22815,5.04,1,12,1
2010-12-01,22816,8.44,1,16,2
2010-12-01,22818,10.14,1,18,2
2010-12-01,22819,10.08,1,24,1
2010-12-01,22822,12.72,0,1,1
2010-12-01,22825,23.85,2,3,2
2010-12-01,22827,165.0,1,1,1
2010-12-01,22829,19.9,1,2,1
2010-12-01,22831,5.91,0,1,1
2010-12-01,22834,94.53,3,42,4
2010-12-01,22835,237.03,4,44,6
2010-12-01,22837,399.53000000000003,9,85,11
2010-12-01,22838,29.9,1,2,1
2010-12-01,22839,59.8,2,4,3
2010-12-01,22841,16.13,0,1,1
2010-12-01,22842,40.5,1,6,1
2010-12-01,22844,50.96,0,4,3
2010-12-01,22845,12.7,0,2,1
2010-12-01,22846,179.39999999999998,2,12,2
2010-12-01,22847,93.8,1,5,2
2010-12-01,22848,136.54999999999998,2,9,2
2010-12-01,22851,0.85,1,1,1
2010-12-01,22854,15.969999999999999,1,2,2
2010-12-01,22855,17.509999999999998,1,13,2
2010-12-01,22862,25.44,0,4,3
2010-12-01,22863,5.91,0,1,1
2010-12-01,22865,507.38000000000005,11,245,15
2010-12-01,22866,614.48,12,296,19
2010-12-01,22867,469.56000000000006,10,229,12
2010-12-01,22870,4.21,0,1,1
2010-12-01,22876,6.16,1,2,2
2010-12-01,22890,20.38,0,1,1
2010-12-01,22892,-8.75,1,-7,1
2010-12-01,22895,44.300000000000004,2,10,4
2010-12-01,22897,2.98,0,1,1
2010-12-01,22898,8.42,0,2,1
2010-12-01,22899,29.42,2,12,3
2010-12-01,22900,141.62,7,46,13
2010-12-01,22902,29.4,1,14,2
2010-12-01,22904,14.760000000000002,1,4,2
2010-12-01,22905,5.9,1,2,1
2010-12-01,22906,19.98,1,9,3
2010-12-01,22907,0.85,1,1,1
2010-12-01,22909,31.05,4,27,6
2010-12-01,22910,435.94,9,150,11
2010-12-01,22911,5.9,1,2,2
2010-12-01,22912,14.85,1,3,1
2010-12-01,22913,14.85,1,3,1
2010-12-01,22914,29.7,2,6,2
2010-12-01,22915,15.14,2,25,3
2010-12-01,22916,3.9699999999999998,1,3,3
2010-12-01,22917,3.9699999999999998,1,3,3
2010-12-01,22918,4.62,1,4,3
2010-12-01,22919,4.62,1,4,3
2010-12-01,22920,5.27,1,5,3
2010-12-01,22921,4.62,1,4,3
2010-12-01,22922,10.2,1,12,1
2010-12-01,22923,10.2,1,12,1
2010-12-01,22925,11.9,1,2,1
2010-12-01,22926,101.15,3,17,3
2010-12-01,22927,11.9,1,2,1
2010-12-01,22928,11.87,0,1,1
2010-12-01,22938,40.949999999999996,3,21,4
2010-12-01,22940,72.10000000000001,3,12,6
2010-12-01,22941,203.92000000000002,8,20,9
2010-12-01,22942,25.5,1,3,1
2010-12-01,22943,54.45,3,11,3
2010-12-01,22944,16.13,0,1,1
2010-12-01,22945,53.459999999999994,2,27,5
2010-12-01,22946,50.95,1,2,2
2010-12-01,22947,67.9,1,3,2
2010-12-01,22948,27.08,0,4,2
2010-12-01,22949,2.98,0,1,1
2010-12-01,22951,6.220000000000001,1,6,3
2010-12-01,22952,32.24,4,48,6
2010-12-01,22953,46.25,2,37,2
2010-12-01,22955,4.2,1,2,1
2010-12-01,22956,35.71,3,16,4
2010-12-01,22960,268.29,9,59,11
2010-12-01,22961,238.04999999999998,12,151,14
2010-12-01,22962,61.6,3,76,4
2010-12-01,22963,58.32,4,75,5
2010-12-01,22964,46.2,3,22,3
2010-12-01,22965,12.6,1,6,1
2010-12-01,22966,52.53,2,39,3
2010-12-01,22968,248.54,4,23,6
2010-12-01,22969,275.4,8,190,10
2010-12-01,22972,28.169999999999998,2,15,4
2010-12-01,22973,23.16,1,13,2
2010-12-01,22974,36.540000000000006,2,18,4
2010-12-01,22975,26.29,2,17,4
2010-12-01,22976,37.53,1,27,3
2010-12-01,22977,2.51,0,1,1
2010-12-01,22983,5.04,1,12,1
2010-12-01,22988,48.85,3,29,5
2010-12-01,35004B,55.8,1,12,1
2010-12-01,35004C,809.25,4,173,4
2010-12-01,35004G,25.4,1,4,1
2010-12-01,35095A,2.52,0,3,2
2010-12-01,35095B,0.84,0,1,1
2010-12-01,35271S,2.66,1,14,1
2010-12-01,35471D,5.02,0,2,2
2010-12-01,35591T,2.5,1,2,1
2010-12-01,35598B,22.369999999999997,1,25,2
2010-12-01,35598D,18.11,1,25,2
2010-12-01,35599D,11.82,0,2,2
2010-12-01,35610A,2.51,0,1,1
2010-12-01,35637A,19.53,0,1,1
2010-12-01,35818P,3.36,0,1,1
2010-12-01,35916B,1.66,0,1,1
2010-12-01,35916C,1.66,0,1,1
2010-12-01,35954,20.16,1,48,1
2010-12-01,35957,31.78,1,55,3
2010-12-01,35961,18.5,1,17,3
2010-12-01,35964,1.66,0,1,1
2010-12-01,35965,13.44,0,4,1
2010-12-01,35967,4.98,0,3,1
2010-12-01,35971,2.51,0,1,1
2010-12-01,37343,9.9,1,6,1
2010-12-01,37370,60.2,2,28,7
2010-12-01,37444A,2.95,1,1,1
2010-12-01,37444C,8.86,1,2,2
2010-12-01,37446,26.56,1,17,3
2010-12-01,37448,17.88,1,12,1
2010-12-01,37449,110.77999999999999,3,10,5
2010-12-01,37450,5.91,0,1,1
2010-12-01,37461,0.0,0,3,1
2010-12-01,37476,18.68,0,1,1
2010-12-01,37491A,3.36,0,1,1
2010-12-01,37495,15.0,1,4,1
2010-12-01,37509,0.0,0,1,1
2010-12-01,40001,3.4,1,4,1
2010-12-01,46000M,15.5,1,10,1
2010-12-01,46000R,2.9,1,2,1
2010-12-01,46000S,1.45,1,1,1
2010-12-01,46775D,11.02,0,1,1
2010-12-01,46776B,4.21,0,1,1
2010-12-01,47421,10.08,1,24,1
2010-12-01,47504H,1.95,1,1,1
2010-12-01,47559B,5.02,0,2,1
2010-12-01,47563A,9.66,1,2,2
2010-12-01,47566B,8.47,0,1,1
2010-12-01,47567B,12.72,0,1,1
2010-12-01,47570B,10.65,1,1,1
2010-12-01,47580,10.16,1,3,2
2010-12-01,47590A,11.02,0,1,1
2010-12-01,47590B,11.02,0,1,1
2010-12-01,47591B,41.49,1,25,3
2010-12-01,47591D,16.84,0,4,2
2010-12-01,47593B,4.25,0,5,2
2010-12-01,47594A,4.21,0,1,1
2010-12-01,47599A,6.3100000000000005,1,2,2
2010-12-01,47599B,2.1,1,1,1
2010-12-01,48111,81.93,1,11,2
2010-12-01,48129,99.3,4,14,4
2010-12-01,48138,30.33,1,3,2
2010-12-01,48173C,7.95,1,1,1
2010-12-01,48184,15.9,1,2,1
2010-12-01,48185,31.8,2,4,2
2010-12-01,48187,46.230000000000004,1,5,2
2010-12-01,48188,14.43,0,1,1
2010-12-01,48194,62.13,3,7,4
2010-12-01,51014A,11.86,1,13,2
2010-12-01,51014C,42.459999999999994,2,49,4
2010-12-01,51014L,20.4,1,24,2
2010-12-01,70006,6.72,0,2,1
2010-12-01,70007,26.76,1,10,4
2010-12-01,71053,116.95,1,33,6
2010-12-01,71270,5.0,1,4,2
2010-12-01,71406C,5.04,1,12,1
2010-12-01,71459,13.52,0,8,1
2010-12-01,71477,19.77,1,5,2
2010-12-01,71496A,2.98,0,2,1
2010-12-01,72134,1.66,0,1,1
2010-12-01,72586,0.85,0,1,1
2010-12-01,72598,10.2,1,12,1
2010-12-01,72741,86.75999999999999,3,57,4
2010-12-01,72798C,1.65,1,1,1
2010-12-01,72799E,6.72,0,2,1
2010-12-01,72799F,6.72,0,2,1
2010-12-01,72800B,5.1,1,2,1
2010-12-01,72800E,15.3,1,6,1
2010-12-01,72802C,17.0,2,4,2
2010-12-01,72803A,4.25,1,1,1
2010-12-01,72807A,16.94,0,2,2
2010-12-01,72807B,8.47,0,1,1
2010-12-01,72807C,16.97,1,3,2
2010-12-01,72816,30.060000000000002,1,18,3
2010-12-01,72817,19.98,1,15,3
2010-12-01,72818,4.25,2,5,2
2010-12-01,79030D,12.72,0,1,1
2010-12-01,79030G,12.72,0,1,1
2010-12-01,79066K,0.85,1,1,1
2010-12-01,79067,8.47,0,1,1
2010-12-01,79144B,0.84,1,2,1
2010-12-01,79302M,23.610000000000003,1,7,2
2010-12-01,79321,1109.55,4,275,6
2010-12-01,82482,50.4,1,24,4
2010-12-01,82483,55.45,2,11,5
2010-12-01,82484,25.8,2,4,2
2010-12-01,82486,127.10000000000001,2,18,5
2010-12-01,82494L,103.05000000000001,2,39,6
2010-12-01,82551,7.529999999999999,0,3,2
2010-12-01,82552,21.36,2,14,3
2010-12-01,82567,4.2,1,2,1
2010-12-01,82578,3.1100000000000003,1,3,3
2010-12-01,82580,5.67,1,5,3
2010-12-01,82581,1.1,1,2,1
2010-12-01,82582,4.21,0,1,1
2010-12-01,82583,4.21,0,1,1
2010-12-01,82599,8.42,0,2,1
2010-12-01,82600,50.400000000000006,1,24,1
2010-12-01,82613B,5.02,0,2,2
2010-12-01,82613C,5.02,0,2,2
2010-12-01,82613D,10.04,0,4,2
2010-12-01,82615,91.8,1,36,1
2010-12-01,82616C,2.51,0,1,1
2010-12-01,84029E,1670.5500000000002,7,551,14
2010-12-01,84029G,213.42,3,59,9
2010-12-01,84030E,111.25,3,29,3
2010-12-01,84031A,44.739999999999995,1,10,2
2010-12-01,84031B,8.42,0,2,2
2010-12-01,84032A,71.46000000000001,1,22,3
2010-12-01,84032B,25.650000000000002,1,8,3
2010-12-01,84050,312.63,2,243,4
2010-12-01,84086C,8.42,0,2,2
2010-12-01,84279P,16.94,0,2,2
2010-12-01,84347,99.25,4,34,8
2010-12-01,84352,16.95,1,1,1
2010-12-01,84360,11.9,1,2,1
2010-12-01,84375,96.65,2,41,4
2010-12-01,84378,21.27,2,15,4
2010-12-01,84380,30.060000000000002,1,18,3
2010-12-01,84406B,110.0,1,40,5
2010-12-01,84459B,3.36,0,1,1
2010-12-01,84508A,2.55,1,1,1
2010-12-01,84509A,22.740000000000002,1,4,2
2010-12-01,84509B,15.0,1,4,1
2010-12-01,84510A,7.52,1,4,2
2010-12-01,84519A,17.700000000000003,1,6,1
2010-12-01,84520B,3.32,0,2,1
2010-12-01,84534B,3.32,0,2,1
2010-12-01,84535B,1.49,0,1,1
2010-12-01,84536A,3.4,0,4,2
2010-12-01,84536B,3.4,0,4,2
2010-12-01,84558A,2.95,1,1,1
2010-12-01,84559A,1.69,0,1,1
2010-12-01,84559B,1.69,0,1,1
2010-12-01,84563A,5.95,1,1,1
2010-12-01,84569B,15.0,1,12,1
2010-12-01,84580,12.629999999999999,0,3,2
2010-12-01,84581,4.21,0,1,1
2010-12-01,84596E,1.25,1,1,1
2010-12-01,84596J,2.51,0,1,1
2010-12-01,84598,0.86,0,2,1
2010-12-01,84609,16.98,0,1,1
2010-12-01,84625A,17.71,2,5,3
2010-12-01,84625C,47.2,3,16,3
2010-12-01,84658,20.85,0,3,1
2010-12-01,84659A,7.529999999999999,0,3,1
2010-12-01,84663A,5.91,0,1,1
2010-12-01,84670,0.0,0,23,1
2010-12-01,84678,60.0,1,48,1
2010-12-01,84685,3.75,1,1,1
2010-12-01,84692,24.4,1,54,3
2010-12-01,84709B,5.95,1,1,1
2010-12-01,84744,2.5,2,2,2
2010-12-01,84754,47.51,2,37,3
2010-12-01,84755,46.68000000000001,2,68,3
2010-12-01,84760S,17.4,1,12,1
2010-12-01,84828,5.02,0,2,1
2010-12-01,84832,7.49,1,5,3
2010-12-01,84836,33.75,3,27,4
2010-12-01,84849B,20.28,1,12,1
2010-12-01,84854,24.75,1,5,1
2010-12-01,84856L,11.87,0,1,1
2010-12-01,84870B,3.75,1,1,1
2010-12-01,84870C,3.75,1,1,1
2010-12-01,84879,390.56,8,224,9
2010-12-01,84880,178.20000000000002,1,36,1
2010-12-01,84884A,39.5,1,10,1
2010-12-01,84906,5.95,1,1,1
2010-12-01,84912B,10.08,0,3,2
2010-12-01,84913A,3.36,0,1,1
2010-12-01,84913B,16.8,0,5,2
2010-12-01,84915,8.42,0,2,1
2010-12-01,84920,3.75,1,1,1
2010-12-01,84923,8.42,0,2,2
2010-12-01,84926A,5.0,0,4,1
2010-12-01,84944,8.5,1,2,1
2010-12-01,84945,10.2,1,12,1
2010-12-01,84946,145.57999999999998,0,58,2
2010-12-01,84947,76.32000000000001,1,72,1
2010-12-01,84949,33.06,3,19,4
2010-12-01,84950,17.82,0,18,1
2010-12-01,84968C,12.75,1,1,1
2010-12-01,84969,38.22,2,8,3
2010-12-01,84970L,41.54,4,40,5
2010-12-01,84970S,95.99,2,147,3
2010-12-01,84971S,10.08,1,9,2
2010-12-01,84976,3.36,0,1,1
2010-12-01,84985A,4.35,2,3,3
2010-12-01,84988,17.88,0,6,2
2010-12-01,84991,45.089999999999996,4,78,5
2010-12-01,84992,42.16,3,74,5
2010-12-01,84997A,22.5,1,6,1
2010-12-01,84997B,90.0,3,24,3
2010-12-01,84997C,71.25,3,19,3
2010-12-01,84997D,48.75,2,13,2
2010-12-01,85008,10.17,0,1,1
2010-12-01,85014A,41.650000000000006,3,7,3
2010-12-01,85014B,78.99000000000001,2,11,3
2010-12-01,85015,7.529999999999999,0,3,2
2010-12-01,85016,5.02,0,2,1
2010-12-01,85017A,1.7,0,2,2
2010-12-01,85017B,1.7,0,2,2
2010-12-01,85019A,17.0,1,4,1
2010-12-01,85019C,12.75,1,3,1
2010-12-01,85032D,22.56,1,12,3
2010-12-01,85034A,4.25,1,1,1
2010-12-01,85035B,4.25,1,1,1
2010-12-01,85035C,4.25,1,1,1
2010-12-01,85038,121.68,1,72,1
2010-12-01,85039A,4.98,0,3,1
2010-12-01,85040B,6.72,0,2,1
2010-12-01,85044,0.0,0,1,1
2010-12-01,85045,19.8,1,4,1
2010-12-01,85048,49.86,1,4,3
2010-12-01,85049A,23.78,2,16,3
2010-12-01,85049C,15.0,1,12,1
2010-12-01,85049D,15.0,1,12,1
2010-12-01,85049E,58.83,4,39,8
2010-12-01,85049G,20.02,1,14,3
2010-12-01,85049H,5.01,1,3,2
2010-12-01,85053,4.21,0,1,1
2010-12-01,85064,43.84,2,6,4
2010-12-01,85067,18.95,1,1,1
2010-12-01,85071A,17.700000000000003,1,6,1
2010-12-01,85071B,36.48,1,96,1
2010-12-01,85071C,15.3,1,6,1
2010-12-01,85095,1.95,1,1,1
2010-12-01,85099B,938.72,8,556,12
2010-12-01,85099C,244.95,5,141,5
2010-12-01,85099F,64.66,2,32,3
2010-12-01,85104,23.6,1,8,1
2010-12-01,85114A,13.44,0,4,1
2010-12-01,85114B,43.62,1,14,4
2010-12-01,85114C,8.37,1,3,2
2010-12-01,85116,19.24,1,10,4
2010-12-01,85123A,1224.18,10,454,17
2010-12-01,85127,20.34,0,2,1
2010-12-01,85129D,2.51,0,1,1
2010-12-01,85131B,2.55,0,3,2
2010-12-01,85131D,0.85,0,1,1
2010-12-01,85132A,25.410000000000004,0,3,2
2010-12-01,85135B,32.84,1,4,3
2010-12-01,85135C,8.47,0,1,1
2010-12-01,85136A,32.84,1,4,2
2010-12-01,85136C,24.37,1,3,2
2010-12-01,85150,38.21,2,14,3
2010-12-01,85152,79.81,2,37,3
2010-12-01,85169B,45.0,2,36,2
2010-12-01,85170D,4.21,0,1,1
2010-12-01,85172,20.16,1,48,2
2010-12-01,85174,68.0,1,16,1
2010-12-01,85176,8.299999999999999,0,5,1
2010-12-01,85177,1.66,0,1,1
2010-12-01,85178,2.51,0,1,1
2010-12-01,85183B,60.0,1,48,1
2010-12-01,85184C,5.9,1,2,2
2010-12-01,85186A,0.85,0,1,1
2010-12-01,85199L,7.78,1,11,2
2010-12-01,85199S,42.94,2,92,3
2010-12-01,85212,6.64,0,4,1
2010-12-01,85226A,0.0,0,1,1
2010-12-01,85227,3.32,0,2,1
2010-12-01,85231B,10.08,2,9,5
2010-12-01,85231G,5.95,2,7,3
2010-12-01,85232B,24.75,2,5,5
2010-12-01,85232D,10.17,0,1,1
2010-12-01,90003C,3.81,0,1,1
2010-12-01,90013B,4.24,0,1,1
2010-12-01,90018A,4.24,0,1,1
2010-12-01,90018B,4.24,0,1,1
2010-12-01,90019B,5.51,0,1,1
2010-12-01,90022,3.81,0,1,1
2010-12-01,90024C,8.49,0,1,1
2010-12-01,90036F,8.07,0,1,1
2010-12-01,90040B,3.81,0,1,1
2010-12-01,90051,7.22,0,1,1
2010-12-01,90054,2.54,0,1,1
2010-12-01,90059B,3.3,1,2,1
2010-12-01,90059C,1.65,1,1,1
2010-12-01,90059E,4.949999999999999,1,3,1
2010-12-01,90071,1.26,0,1,1
2010-12-01,90077,2.96,0,1,1
2010-12-01,90099,5.06,0,1,1
2010-12-01,90116,2.51,0,1,1
2010-12-01,90120C,4.24,0,1,1
2010-12-01,90124B,10.17,0,1,1
2010-12-01,90129A,3.32,0,2,1
2010-12-01,90129B,1.66,0,1,1
2010-12-01,90129F,2.95,1,1,1
2010-12-01,90134,2.96,0,1,1
2010-12-01,90138,5.51,0,1,1
2010-12-01,90161A,10.18,0,2,2
2010-12-01,90161B,10.18,0,2,1
2010-12-01,90166,4.24,0,1,1
2010-12-01,90173,3.81,0,1,1
2010-12-01,90177C,2.96,0,1,1
2010-12-01,90177E,2.96,0,1,1
2010-12-01,90181B,9.34,0,1,1
2010-12-01,90185C,8.5,1,2,1
2010-12-01,90190C,2.96,0,1,1
2010-12-01,90192,5.09,0,1,1
2010-12-01,90194,4.24,0,1,1
2010-12-01,90199C,38.1,1,6,3
2010-12-01,90200A,8.49,1,2,2
2010-12-01,90200B,8.5,1,2,1
2010-12-01,90200C,12.73,1,3,3
2010-12-01,90200D,12.75,1,3,1
2010-12-01,90206C,5.09,0,1,1
2010-12-01,90209B,2.11,0,1,1
2010-12-01,90209C,2.11,0,1,1
2010-12-01,90210B,2.95,1,1,1
2010-12-01,90211A,5.94,0,1,1
2010-12-01,90214A,1.7,0,2,1
2010-12-01,90214D,0.85,0,1,1
2010-12-01,90214E,0.85,0,1,1
2010-12-01,90214G,0.85,0,1,1
2010-12-01,90214H,1.7,0,2,2
2010-12-01,90214J,3.35,1,3,2
2010-12-01,90214M,1.25,1,1,1
